year,mean_r
1969,0.307311
1970,0.308681
1971,0.297565
1972,0.285281
1973,0.294733
1974,0.283068
1975,0.289784
1976,0.257998
1977,0.268312
1978,0.279295
1979,0.288330
1980,0.287420
1981,0.269762
1982,0.277112
1983,0.261786
1984,0.245161
1985,0.249603
1986,0.259327
1987,0.280467
1988,0.299011
1989,0.313137
1990,0.323276
1991,0.311105
1992,0.356235
1993,0.348713
1994,0.347417
1995,0.351698
1996,0.340294
1997,0.337623
1998,0.354436
1999,0.377162
2000,0.379085
2001,0.388520
2002,0.385729
2003,0.384860
2004,0.400435
2005,0.402996
2006,0.416707
2007,0.399013
2008,0.391463
2009,0.378215
2010,0.372588
2011,0.368124
2012,0.356067
2013,0.376267
2014,0.380192
2015,0.377288
2016,0.360985
2017,0.349295
2018,0.348546
2019,0.352375
2020,0.368455
