year,mean_r
1969,0.405904
1970,0.399484
1971,0.390586
1972,0.393408
1973,0.414951
1974,0.403833
1975,0.423349
1976,0.402842
1977,0.407521
1978,0.426401
1979,0.425074
1980,0.442167
1981,0.416392
1982,0.425648
1983,0.434782
1984,0.406206
1985,0.396193
1986,0.402263
1987,0.428748
1988,0.444450
1989,0.451876
1990,0.464190
1991,0.436505
1992,0.459543
1993,0.483853
1994,0.484165
1995,0.505499
1996,0.499435
1997,0.485333
1998,0.518582
1999,0.555683
2000,0.562215
2001,0.573178
2002,0.576104
2003,0.568472
2004,0.577446
2005,0.568656
2006,0.572516
2007,0.570537
2008,0.542015
2009,0.524326
2010,0.518442
2011,0.517846
2012,0.485049
2013,0.501124
2014,0.506347
2015,0.522621
2016,0.520259
2017,0.502590
2018,0.476006
2019,0.465134
2020,0.459299
