year,mean_r
1970,0.257182
1971,0.245236
1972,0.253847
1973,0.245839
1974,0.252622
1975,0.242504
1976,0.196413
1977,0.194823
1978,0.208526
1979,0.205238
1980,0.209246
1981,0.227994
1982,0.200090
1983,0.192978
1984,0.189279
1985,0.153560
1986,0.153421
1987,0.168369
1988,0.219505
1989,0.206077
1990,0.203248
1991,0.207112
1992,0.225212
1993,0.275063
1994,0.270630
1995,0.276306
1996,0.287174
1997,0.286447
1998,0.317379
1999,0.353131
2000,0.375700
2001,0.353518
2002,0.378430
2003,0.380244
2004,0.386183
2005,0.405906
2006,0.396509
2007,0.411418
2008,0.396056
2009,0.396847
2010,0.419842
2011,0.428941
2012,0.430175
2013,0.400368
2014,0.406072
2015,0.402941
2016,0.416812
2017,0.408579
2018,0.388649
2019,0.363375
2020,0.346456
