year,mean_r
1969,0.281482
1970,0.276296
1971,0.263004
1972,0.260054
1973,0.292071
1974,0.280829
1975,0.263503
1976,0.207642
1977,0.222004
1978,0.251106
1979,0.258476
1980,0.287369
1981,0.240719
1982,0.238581
1983,0.222385
1984,0.170012
1985,0.120813
1986,0.198615
1987,0.238686
1988,0.242217
1989,0.260624
1990,0.278866
1991,0.244287
1992,0.274736
1993,0.302330
1994,0.312648
1995,0.328106
1996,0.315194
1997,0.288576
1998,0.354253
1999,0.429890
2000,0.419224
2001,0.441688
2002,0.450221
2003,0.433680
2004,0.449438
2005,0.445805
2006,0.447609
2007,0.441590
2008,0.418676
2009,0.415464
2010,0.416963
2011,0.371709
2012,0.302292
2013,0.314156
2014,0.294488
2015,0.321749
2016,0.312989
2017,0.247149
2018,0.232128
2019,0.197031
2020,0.201393
