year,mean_r
1969,0.247170
1970,0.242530
1971,0.255959
1972,0.268243
1973,0.250574
1974,0.223862
1975,0.242489
1976,0.266438
1977,0.264118
1978,0.289575
1979,0.301572
1980,0.301178
1981,0.326276
1982,0.330324
1983,0.379187
1984,0.363113
1985,0.348308
1986,0.374143
1987,0.386165
1988,0.404305
1989,0.385362
1990,0.402865
1991,0.402579
1992,0.393736
1993,0.396766
1994,0.400474
1995,0.390680
1996,0.369884
1997,0.377991
1998,0.377244
1999,0.399505
2000,0.407206
2001,0.415489
2002,0.415748
2003,0.401641
2004,0.405516
2005,0.423491
2006,0.419723
2007,0.396843
2008,0.407254
2009,0.395047
2010,0.390609
2011,0.382551
2012,0.361598
2013,0.334627
2014,0.343054
2015,0.345706
2016,0.303960
2017,0.308722
2018,0.302577
2019,0.311213
2020,0.310061
